Афінні координати
110,944554
109,284308
----1125,7430888
----84,4255416
----696,2082542
----84,564323
100,889223
100,641034
98,4529692
390,8369256
84,1710712
----311,0989054
387,0716264
----86,9713292
383,6745398
86,6889292
98,50292
99,227132
144,6381624
146,737064
177,440876
506,5775766
77,4470022
77,8610356
702,0646224
152,9261984
106,5960938
91,1140618
86,441513
82,0425088
97,7123362
