3;3;17,4337828;
4;9;2,5531426;
5;3;12,6443142;
6;9;2,8074584;
9;3;7,7633056;
10;9;2,3450468;
11_1;3;5,39378120000001;
11_2;3;7,772935;
12;9;2,4031994;
13;3;7,766346;
14;9;2,4318932;
