
B = 2
 ;M={2,3,5,5,};
S={2,3,4,};0,6964125;
S={2,3,5,};0,7078995;
S={2,4,5,};0,6930565;
S={3,4,5,};0,705171;

B = 3
 ;M={2,3,5,5,};
S={2,3,4,};0,6918045;
S={2,3,5,};0,7039845;
S={2,4,5,};0,6864885;
S={3,4,5,};0,71349;

B = 4
 ;M={2,3,5,5,};
S={2,3,4,};0,7054745;
S={2,3,5,};0,7090335;
S={2,4,5,};0,680476499999999;
S={3,4,5,};0,7121605;
