Афінні координати
41,1467206
40,6178062
----403,6366292
----32,0696244
----256,9545838
----32,5023956
36,6063642
37,4483534
37,3870412
144,6731566
30,4807346
----110,8290408
137,5374362
----32,0878044
139,5910938
31,666702
36,2163044
36,1002384
55,2123066
55,2749804
77,5018326
77,4966918
30,0077894
30,0176654
441,6444526
55,7571762
39,0838666
34,3843422
31,2470986
31,098115
34,6497928
