
B = 2
 ;M={2,3,5,5,};
S={2,3,4,};2,0449025;
S={2,3,5,};2,051165;
S={2,4,5,};2,0022885;
S={3,4,5,};2,0572405;

B = 3
 ;M={2,3,5,5,};
S={2,3,4,};2,00947;
S={2,3,5,};2,064978;
S={2,4,5,};1,9942585;
S={3,4,5,};2,042558;

B = 4
 ;M={2,3,5,5,};
S={2,3,4,};2,0162775;
S={2,3,5,};2,0450225;
S={2,4,5,};1,9866035;
S={3,4,5,};2,036268;
