3;2;11,1849286;
4;9;2,8787436;
5;2;11,413784;
6;9;3,0798454;
9;2;4,598029;
10;9;2,9743174;
11_1;2;4,610592;
11_2;2;8,02722980000002;
12;8;3,1434414;
13;2;4,62302899999999;
14;8;3,1761026;
