Афінні координати
12,2184
11,3564162
----120,8448496
----9,0094008
----73,694568
----10,297585
10,4509216
16,2150868
10,6232456
42,099014
8,5698372
----33,1477448
41,2056062
----8,8559166
41,2466552
9,2493426
10,5628224
10,6541728
15,4930814
15,7961038
24,650948
24,7987496
8,4287892
9,0240428
362,6491754
10,514474
11,103311
9,1686418
9,0168782
8,1784012  - #32 Комбінація двох таблиць
11,0672966 - #21m Модифікація 21 // працює погано через те, що множення на 5
