 ;2;4;6;8;10;
2;15,3513945;20,48620625;66,98894125;328,03343975;1665,8130694375;
4;15,263480125;17,9667688125;45,1178056249999;193,523318375;933,179103937502;
6;13,3833855;13,860976125;27,7774909375;110,44296925;539,3889011875;
8;13,374882625;13,438684125;23,1079169375;82,2489440624999;391,842564562501;
