 ;2;4;6;8;10;
2;15,8799075;21,2017255;73,0743550000001;345,77936175;1749,8054285;
4;15,882603;19,078064;48,43478075;203,8036145;977,471949500001;
6;13,44372575;14,108871;29,42326425;115,2136485;564,69585225;
8;13,28355925;13,464472;24,2114735;85,13457;409,02384725;
