ProjectiveCoordinate
75,8337656
69,355133
671,0282426
117,0055192
425,8297646
97,7103942
67,1274378
67,0547278
61,7842258
235,6825218
70,1004182
187,8311684
232,246647
68,6669516
104,373238
107,8776332
133,5183244
177,798049
120,4549594
158,0910942
76,1354994
73,2722222
696,4491304
201,5966488
73,3984118
56,75843
57,64177
53,4013906
