JacobiChudnovskyiCoordinate
151,0628002
132,4997214
1303,6176608
226,4568914
802,401605
188,8404518
130,0408394
130,439119
117,1567416
457,4427162
135,8828014
366,5061082
451,635336
129,9411182
210,705235
213,5242262
278,2169136
321,845451
233,3794504
273,4707226
138,9788652
132,5009968
810,929815
222,1092362
139,5021488
108,6217218
113,259505
103,3682126
