 ;2;4;6;8;10;
2;6,044006125;5,941856625;15,24550875;70,4365262499999;356,9318631875;
4;6,68480306250001;6,07270275000001;11,251207625;42,6047234375;201,2805646875;
6;3,5097624375;3,57954775;6,40968881249999;23,792081875;115,10866325;
8;3,50558275;3,50138850000001;5,46325337500001;17,90090325;84,0533033125001;
