 ;2;4;6;8;10;
2;18,8940374375;23,476625375;70,08687625;333,466822375;1682,3969416875;
4;18,85398625;20,9529364375;48,1571140000001;197,69168875;943,319934937499;
6;16,1439706875;16,35957725;30,303926625;113,755421125;546,0767888125;
8;16,1810475;15,89875675;25,6176831875;85,1422103749999;397,2986673125;
