 ;2;4;6;8;10;
2;12,1453358125;17,7691583125;64,3650029375001;325,418079562501;1660,9139684375;
4;11,997600375;15,1356803125;42,4659677499999;190,88610125;928,9421985;
6;10,7114120625;11,4401151875;25,4626528125;108,17701075;536,131853812499;
8;10,715992;11,00632275;20,7574434375;79,9584375624999;389,3031408125;
